Time_ms,Lambda_aligned,Power_uW,Scan_Direction
250368,794.9735000000001,14.596721311326778,Falling
252468,794.9735432524469,23.980327868586212,Falling
276,794.9735658901465,16.21857923478427,Rising
250068,794.9735716197245,16.218579234782098,Falling
252768,794.9736148721713,27.455737704566257,Falling
576,794.9736375098709,18.30382513636664,Rising
249768,794.9736432394488,18.072131147295917,Falling
253068,794.9736864918957,31.74207650226291,Falling
876,794.9737091295952,20.73661202153712,Rising
249454,794.973718201427,20.38907103793016,Falling
253368,794.9737581116201,37.30273223980067,Falling
1176,794.9737807493196,23.632786884823982,Rising
249154,794.9737898211514,23.169398906682606,Falling
253668,794.9738297313445,44.25355191169693,Falling
1476,794.973852369044,27.339890709819244,Rising
248854,794.9738614408758,26.528961748077307,Falling
1776,794.9739239887684,31.626229507444787,Rising
248554,794.9739330606002,30.699453551169306,Falling
2076,794.9739956084928,36.83934426128432,Rising
248254,794.9740046803246,35.912568305007554,Falling
2376,794.9740672282172,43.79016393303972,Rising
247954,794.974076300049,42.168306009569356,Falling
2676,794.9741388479416,52.826229506266515,Rising
247654,794.9741479197734,50.39344262107579,Falling
2976,794.974210467666,63.94754098091015,Rising
247354,794.9742195394978,61.051366117597155,Falling
3276,794.9742820873904,78.19672130767037,Rising
246857,794.9743381895079,86.19016392973424,Falling
246554,794.9744105254294,107.62185791672663,Falling
3825,794.974413151486,118.1639344187565,Rising
246254,794.9744821451538,134.38251365144598,Falling
4125,794.9744847712104,144.80874315883042,Rising
245954,794.9745537648782,163.3442622813968,Falling
4425,794.9745563909348,176.08743167915856,Rising
245654,794.9746253846026,192.30601091036885,Falling
4725,794.9746280106592,200.4153005269691,Rising
245354,794.974697004327,210.8415300311204,Falling
5025,794.9746996303836,211.99999997622177,Rising
245054,794.9747686240514,211.99999997270353,Falling
5325,794.974771250108,205.04918030132836,Rising
244754,794.9748402437758,196.93989068111998,Falling
5625,794.9748428698324,181.8797813935979,Rising
244454,794.9749118635002,173.77049177348238,Falling
5925,794.9749144895568,157.55191254114843,Rising
244154,794.9749834832246,144.80874314074464,Falling
6225,794.9749861092812,130.90710379909675,Rising
243854,794.975055102949,117.00546445415603,Falling
6525,794.9750577290056,105.42076500312271,Rising
6825,794.97512934873,85.03169396654562,Rising
243445,794.9751527445065,87.23278686103043,Falling
243145,794.9752243642309,70.55081964953038,Falling
7301,794.9752429853593,61.630601072403834,Rising
242845,794.9752959839553,58.27103822982432,Falling
7604,794.975315321281,50.74098358705963,Rising
242545,794.9753676036797,48.655737684160705,Falling
7904,794.9753869410054,42.284152986714055,Rising
242245,794.9754392234041,40.66229506194845,Falling
8204,794.9754585607297,36.144262276585835,Rising
241945,794.9755108431285,34.638251346440924,Falling
8504,794.9755301804541,30.93114752271751,Rising
241645,794.9755824628529,29.888524570568,Falling
8804,794.9756018001785,26.99234970838101,Rising
241345,794.9756540825773,25.94972675632257,Falling
9104,794.9756734199029,23.748633861104533,Rising
241045,794.9757257023017,22.821857903570873,Falling
9404,794.9757450396273,20.968305991899026,Rising
240745,794.9757973220261,20.389071017707444,Falling
9704,794.9758166593517,18.7672130950987,Rising
240445,794.9758689417505,18.303825115328873,Falling
10004,794.9758882790761,16.91366118174358,Rising
240145,794.9759405614749,16.566120196350084,Falling
10304,794.9759598988005,15.52349724610807,Rising
239845,794.9760121811993,15.17595626065309,Falling
10604,794.9760315185249,14.249180304933983,Rising
239545,794.9760838009237,14.017486313748925,Falling
10904,794.9761031382493,13.206557352518809,Rising
239242,794.9761561368454,12.974863361183296,Falling
11204,794.9761747579737,12.39562838873057,Rising
238942,794.9762277565696,12.16393439724068,Falling
11504,794.9762463776981,11.700546419144878,Rising
238642,794.976299376294,11.538360624004877,Falling
11804,794.9763179974225,11.225573738447757,Rising
238342,794.9763709960184,11.07497264244643,Falling
12104,794.9763896171468,10.889617450466474,Rising
238042,794.9764426157428,10.750601053521802,Falling
12404,794.9764612368712,10.692677554980202,Rising
237742,794.9765142354672,10.588415255793675,Falling
12704,794.9765328565956,10.72743164692832,Rising
237442,794.9765858551916,10.657923445283759,Falling
13004,794.97660447632,10.970710326973652,Rising
237142,794.976657474916,10.959125621374893,Falling
13304,794.9766760960443,11.445682993240878,Rising
236842,794.9767290946404,11.468852384520343,Falling
13604,794.9767477157687,12.279781337974999,Rising
236542,794.9768007143648,12.279781328717522,Falling
13904,794.9768193354931,13.438251261566796,Rising
236242,794.9768723340892,13.554098243409173,Falling
14204,794.9768909552175,14.828415167409583,Rising
235942,794.9769439538136,14.828415152522386,Falling
14504,794.9769625749419,15.986885080257704,Rising
235642,794.977015573538,15.986885061735606,Falling
14804,794.9770341946663,16.79781400679994,Rising
235342,794.9770871932624,16.68196699134565,Falling
15104,794.9771058143907,16.68196698293075,Rising
235042,794.9771588129868,16.33442597891703,Falling
15407,794.9771781503124,15.40765002753009,Rising
234742,794.9772304327112,15.060109022994192,Falling
15707,794.9772497700368,13.554098111232571,Rising
234442,794.9773020524356,13.206557107233193,Falling
16007,794.9773213897612,11.816393191689135,Rising
234142,794.97737367216,11.422513391895064,Falling
16307,794.9773930094856,10.27562816348025,Rising
16607,794.97746462921,8.897048928712932,Rising
233684,794.9774830116058,9.20983579535901,Falling
16907,794.9775362489344,7.808087176868315,Rising
233384,794.9775546313302,8.028196449490315,Falling
233084,794.9776262510546,7.147759283559317,Falling
17425,794.9776599123251,6.510600820793865,Rising
232784,794.977697870779,6.49901610040117,Falling
17725,794.9777315320495,5.977704629726777,Rising
232484,794.9777694905034,5.966119908136497,Falling
18025,794.9778031517739,5.514316632975066,Rising
232184,794.9778411102278,5.514316608767743,Falling
18325,794.9778747714983,5.17836032313355,Rising
231884,794.9779127299522,5.178360296900101,Falling
18625,794.9779463912226,4.900327505633435,Rising
231581,794.9779850658739,4.923496873475244,Falling
18925,794.978018010947,4.691802877368058,Rising
231281,794.9780566855983,4.691802845094128,Falling
19225,794.9780896306714,4.50644764260182,Rising
230981,794.9781283053227,4.518032305046963,Falling
19525,794.9781612503958,4.390600592756153,Rising
230681,794.978199925047,4.402185250563025,Falling
19825,794.9782328701202,4.321092328147475,Rising
230381,794.9782715447714,4.332676980275321,Falling
20125,794.9783044898446,4.274753449883249,Rising
230081,794.9783431644958,4.286338095287978,Falling
20425,794.978376109569,4.309507442290441,Rising
229781,794.9784147842201,4.26316859256997,Falling
20725,794.9784477292934,4.402184903009116,Rising
229481,794.9784864039445,4.321091953014191,Falling
21025,794.9785193490178,4.529616430325739,Rising
229181,794.9785580236689,4.425354076581961,Falling
21325,794.9785909687422,4.691802016408984,Rising
228881,794.9786296433933,4.5643702579496015,Falling
21625,794.9786625884666,4.923495739147015,Rising
228581,794.9787012631177,4.784479269406368,Falling
21925,794.978734208191,5.282621058121846,Rising
228281,794.9787728828421,5.1320198713142595,Falling
22225,794.9788058279154,5.780762637173745,Rising
